child,parent1,parent2
Sootseer,Neptilius,Felbat
Sootseer,Neptilius,Robinquill Terra
Prixter,Penking,Helzephyr
Prixter,Cinnamoth,Beakon
Prixter,Incineram Noct,Cryolinx
Prixter,Incineram,Frostallion
Prixter,Nitewing,Mammorest Cryst
Prixter,Mossanda Lux,Jormuntide Ignis
Prixter,Mossanda Lux,Reptyro
Prixter,Mossanda,Relaxaurus
Prixter,Vanwyrm,Suzaku
Prixter,Surfent,Astegon
Prixter,Pyrin Noct,Kingpaca
Prixter,Pyrin,Quivern
Prixter,Univolt,Suzaku Aqua
Prixter,Sweepa,Mammorest
Prixter,Grintale,Grizzbolt
Prixter,Elizabee,Ragnahawk
Prixter,Anubis,Orserk
Prixter,Warsect,Faleris
Prixter,Wumpo,Lyleen
Prixter,Reptyro Cryst,Wumpo Botan
Prixter,Relaxaurus Lux,Kingpaca Cryst
Prixter,Azurobe,Lyleen Noct
Prixter,Sibelyx,Menasting
Prixter,Katress,Blazamut
Prixter,Bushi,Necromus
Prixter,Vanwyrm Cryst,Jetragon
Prixter,Pyrin,Selyne
Prixter,Pyrin Noct,Xenovader
Prixter,Katress,Blazamut Ryu
Prixter,Elphidran Aqua,Helzephyr Lux
Prixter,Blazehowl,Bellanoir
Prixter,Blazehowl,Bellanoir Libero
Prixter,Relaxaurus Lux,Xenogard
Prixter,Kingpaca Cryst,Knocklem
Prixter,Wumpo,Menasting Terra
Prixter,Quivern,Prixter
Prixter,Suzaku Aqua,Dazemu
Prixter,Faleris,Quivern Botan
Prixter,Shadowbeak,Bushi Noct
Prixter,Prixter,Prixter
Prixter,Surfent Terra,Cryolinx Terra
Prixter,Sootseer,Cryolinx Terra
Prixter,Elphidran,Bastigor
Prixter,Cinnamoth,Silvegis
Prixter,Xenovader,Faleris Aqua
Prixter,Wumpo,Faleris Aqua
Prixter,Kingpaca Cryst,Xenolord
Prixter,Xenogard,Warsect Terra
Prixter,Mossanda,Warsect Terra
Prixter,Selyne,Starryon
Prixter,Warsect,Starryon
Prixter,Quivern Botan,Starryon
Prixter,Jormuntide,Azurmane
Prixter,Grizzbolt,Gildane
Prixter,Paladius,Omascul
Prixter,Shadowbeak,Nyafia
Prixter,Blazamut Ryu,Nitemary
Prixter,Bellanoir,Nitemary
Prixter,Bellanoir Libero,Nitemary
Prixter,Frostplume,Suzaku
Prixter,Icelyn,Frostallion Noct
Prixter,Ghangler,Helzephyr Lux
Prixter,Ghangler Ignis,Grizzbolt
Prixter,Penking Lux,Beakon
Prixter,Penking Lux,Silvegis
Prixter,Azurobe Cryst,Reptyro Cryst
Prixter,Palumba,Menasting Terra
Prixter,Palumba,Lyleen
Prixter,Whalaska,Knocklem
Prixter,Whalaska,Xenolord
Prixter,Whalaska,Menasting
Prixter,Whalaska Ignis,Relaxaurus
Prixter,Whalaska Ignis,Warsect Terra
Prixter,Braloha,Faleris
Prixter,Neptilius,Vanwyrm Cryst
Knocklem,Penking,Blazamut
Knocklem,Cinnamoth,Suzaku
Knocklem,Nitewing,Frostallion
Knocklem,Mossanda Lux,Orserk
Knocklem,Mossanda Lux,Astegon
Knocklem,Mossanda,Frostallion Noct
Knocklem,Pyrin Noct,Mammorest Cryst
Knocklem,Pyrin Noct,Mammorest
Knocklem,Sweepa,Frostallion
Knocklem,Sweepa,Cryolinx
Knocklem,Grintale,Suzaku Aqua
Knocklem,Elizabee,Lyleen Noct
Knocklem,Elizabee,Grizzbolt
Knocklem,Jormuntide Ignis,Lyleen Noct
Knocklem,Quivern,Helzephyr
Knocklem,Warsect,Grizzbolt
Knocklem,Warsect,Helzephyr
Knocklem,Wumpo Botan,Shadowbeak
Knocklem,Wumpo Botan,Suzaku
Knocklem,Wumpo,Necromus
Knocklem,Wumpo,Paladius
Knocklem,Mammorest Cryst,Lyleen
Knocklem,Kingpaca Cryst,Jetragon
Knocklem,Kingpaca Cryst,Frostallion Noct
Knocklem,Kingpaca,Necromus
Knocklem,Kingpaca,Shadowbeak
Knocklem,Reptyro Cryst,Jormuntide
Knocklem,Reptyro Cryst,Mammorest
Knocklem,Reptyro,Lyleen Noct
Knocklem,Relaxaurus Lux,Menasting
Knocklem,Relaxaurus,Lyleen
Knocklem,Relaxaurus,Menasting
Knocklem,Azurobe,Suzaku Aqua
Knocklem,Elphidran Aqua,Blazamut
Knocklem,Sibelyx,Jetragon
Knocklem,Sibelyx,Paladius
Knocklem,Ragnahawk,Astegon
Knocklem,Beakon,Jormuntide Ignis
Knocklem,Beakon,Jormuntide
Knocklem,Beakon,Reptyro
Knocklem,Penking,Blazamut Ryu
Knocklem,Pyrin,Helzephyr Lux
Knocklem,Elphidran,Bellanoir
Knocklem,Elphidran,Bellanoir Libero
Knocklem,Elphidran Aqua,Bellanoir
Knocklem,Elphidran Aqua,Bellanoir Libero
Knocklem,Elphidran Aqua,Blazamut Ryu
Knocklem,Relaxaurus,Menasting Terra
Knocklem,Relaxaurus Lux,Knocklem
Knocklem,Mammorest Cryst,Menasting Terra
Knocklem,Quivern,Helzephyr Lux
Knocklem,Helzephyr,Quivern Botan
Knocklem,Helzephyr,Selyne
Knocklem,Grizzbolt,Quivern Botan
Knocklem,Shadowbeak,Xenovader
Knocklem,Necromus,Xenovader
Knocklem,Frostallion Noct,Xenogard
Knocklem,Jetragon,Xenogard
Knocklem,Helzephyr Lux,Selyne
Knocklem,Helzephyr Lux,Prixter
Knocklem,Knocklem,Knocklem
Knocklem,Ragnahawk,Cryolinx Terra
Knocklem,Faleris,Bastigor
Knocklem,Faleris,Cryolinx Terra
Knocklem,Starryon,Bastigor
Knocklem,Starryon,Cryolinx Terra
Knocklem,Pyrin,Bastigor
Knocklem,Prixter,Bastigor
Knocklem,Reptyro,Silvegis
Knocklem,Jormuntide Ignis,Silvegis
Knocklem,Jormuntide,Silvegis
Knocklem,Mammorest Cryst,Faleris Aqua
Knocklem,Relaxaurus,Faleris Aqua
Knocklem,Warsect Terra,Xenolord
Knocklem,Relaxaurus Lux,Xenolord
Knocklem,Knocklem,Xenolord
Knocklem,Knocklem,Warsect Terra
Knocklem,Menasting,Xenolord
Knocklem,Menasting,Warsect Terra
Knocklem,Lyleen,Warsect Terra
Knocklem,Menasting Terra,Warsect Terra
Knocklem,Orserk,Azurmane
Knocklem,Cryolinx,Azurmane
Knocklem,Suzaku Aqua,Gildane
Knocklem,Ghangler,Blazamut
Knocklem,Ghangler,Blazamut Ryu
Knocklem,Ghangler,Bellanoir
Knocklem,Ghangler,Bellanoir Libero
Knocklem,Ghangler Ignis,Suzaku Aqua
Knocklem,Penking Lux,Suzaku
Knocklem,Azurobe Cryst,Shadowbeak
Knocklem,Azurobe Cryst,Suzaku
Knocklem,Palumba,Paladius
Knocklem,Palumba,Necromus
Knocklem,Whalaska,Jetragon
Knocklem,Whalaska,Paladius
Knocklem,Whalaska,Neptilius
Knocklem,Whalaska Ignis,Frostallion Noct
Knocklem,Braloha,Grizzbolt
Knocklem,Braloha,Helzephyr
Knocklem,Neptilius,Sibelyx
Knocklem,Neptilius,Kingpaca Cryst
Knocklem,Neptilius,Xenogard
Yakumo,Vixy,Kingpaca Cryst
Yakumo,Jolthog Cryst,Elphidran Aqua
Yakumo,Penking,Jolthog
Yakumo,Pengullet,Elphidran
Yakumo,Tanzee,Bushi
Yakumo,Sparkit,Wumpo Botan
Yakumo,Fuack,Surfent
Yakumo,Foxparks,Cinnamoth
Yakumo,Lifmunk,Wumpo
Yakumo,Chikipi,Mossanda Lux
Yakumo,Cattiva,Mossanda
Yakumo,Lamball,Nitewing
Yakumo,Gobfin,Chillet
Yakumo,Bristla,Anubis
Yakumo,Mozzarina,Fenglope
Yakumo,Tocotoco,Surfent Terra
Yakumo,Direhowl,Kitsun
Yakumo,Celaray,Robinquill
Yakumo,Mau Cryst,Sibelyx
Yakumo,Mau,Sweepa
Yakumo,Fuddler,Blazehowl Noct
Yakumo,Nox,Blazehowl
Yakumo,Rushoar,Foxcicle
Yakumo,Daedream,Vanwyrm
Yakumo,Cremis,Mossanda
Yakumo,Depresso,Grintale
Yakumo,Hoocrates,Azurobe
Yakumo,Loupmoon,Lovander
Yakumo,Leezpunk Ignis,Tombat
Yakumo,Cawgnito,Dinossom Lux
Yakumo,Dumud,Verdash
Yakumo,Incineram,Swee
Yakumo,Ribbuny,Incineram Noct
Yakumo,Eikthyrdeer Terra,Verdash
Yakumo,Melpaca,Robinquill Terra
Yakumo,Woolipop,Katress
Yakumo,Hangyu Cryst,Kingpaca
Yakumo,Hangyu,Kingpaca
Yakumo,Gobfin Ignis,Arsox
Yakumo,Vanwyrm Cryst,Kelpsea Ignis
Yakumo,Flambelle,Wumpo Botan
Yakumo,Lunaris,Petallia
Yakumo,Rayhound,Maraith
Yakumo,Reindrix,Felbat
Yakumo,Univolt,Dazzi
Yakumo,Beegarde,Dinossom
Yakumo,Gorirat,Digtoise
Yakumo,Galeclaw,Broncherry
Yakumo,Vaelet,Broncherry Aqua
Yakumo,Rooby,Shroomer Noct
Yakumo,Gumoss,Bushi Noct
Yakumo,Vixy,Xenogard
Yakumo,Cremis,Xenogard
Yakumo,Fuddler,Dogen
Yakumo,Tocotoco,Sootseer
Yakumo,Gobfin,Croajiro
Yakumo,Gobfin Ignis,Chillet Ignis
Yakumo,Hangyu,Xenovader
Yakumo,Hangyu Cryst,Xenovader
Yakumo,Foxcicle,Kikit
Yakumo,Rayhound,Wixen Noct
Yakumo,Dazzi,Dazemu
Yakumo,Lovander,Yakumo
Yakumo,Wixen,Shroomer Noct
Yakumo,Broncherry,Gorirat Terra
Yakumo,Fenglope,Lullu
Yakumo,Katress Ignis,Mimog
Yakumo,Yakumo,Yakumo
Yakumo,Teafant,Azurmane
Yakumo,Depresso,Gildane
Yakumo,Kelpsea,Omascul
Yakumo,Gumoss,Nyafia
Yakumo,Nox,Nitemary
Yakumo,Wixen,Splatterina
Yakumo,Rooby,Kitsun Noct
Yakumo,Maraith,Kitsun Noct
Yakumo,Wixen Noct,Kitsun Noct
Yakumo,Rushoar,Prunelia
Yakumo,Cawgnito,Loupmoon Cryst
Yakumo,Beegarde,Celesdir
Yakumo,Direhowl,Tarantriss
Yakumo,Vaelet,Fenglope Lux
Yakumo,Galeclaw,Caprity Noct
Yakumo,Gorirat Terra,Caprity Noct
Yakumo,Univolt,Ribbuny Botan
Yakumo,Nyafia,Smokie
Yakumo,Bushi,Smokie
Yakumo,Incineram Noct,Foxparks Cryst
Yakumo,Herbil,Kingpaca Cryst
Yakumo,Herbil,Whalaska
Yakumo,Jellroy,Cinnamoth
Yakumo,Jellroy,Penking Lux
Yakumo,Jelliette,Gildane
Yakumo,Jelliette,Azurobe
Yakumo,Jelliette,Ghangler Ignis
Yakumo,Munchill,Surfent Terra
Yakumo,Pengullet Lux,Incineram Noct
Yakumo,Finsider,Incineram
Yakumo,Finsider Ignis,Omascul
Yakumo,Killamari Primo,Bushi
Yakumo,Gloopie,Katress Ignis
Yakumo,Turtacle,Petallia
Yakumo,Turtacle Terra,Tarantriss
Yakumo,Turtacle Terra,Dinossom
Yakumo,Dumud Gild,Galeclaw
Yakumo,Dumud Gild,Gorirat Terra
Yakumo,Celaray Lux,Direhowl
Yakumo,Croajiro Noct,Kikit
Yakumo,Croajiro Noct,Leezpunk
Yakumo,Polapup,Leezpunk Ignis
Yakumo,Frostplume,Daedream
Yakumo,Icelyn,Flopie
Yakumo,Ghangler,Jolthog Cryst
Yakumo,Ghangler Ignis,Depresso
Yakumo,Penking Lux,Foxparks
Yakumo,Azurobe Cryst,Sparkit
Yakumo,Azurobe Cryst,Flambelle
Yakumo,Palumba,Lifmunk
Yakumo,Whalaska,Mau Cryst
Yakumo,Whalaska Ignis,Cattiva
Yakumo,Whalaska Ignis,Cremis
Dogen,Gumoss,Jetragon
Dogen,Gumoss,Frostallion Noct
Dogen,Penking,Dinossom Lux
Dogen,Penking,Dinossom
Dogen,Tanzee,Jetragon
Dogen,Tanzee,Paladius
Dogen,Fuack,Blazamut
Dogen,Gobfin,Lyleen
Dogen,Gobfin,Pyrin Noct
Dogen,Bristla,Blazamut
Dogen,Mozzarina,Nitewing
Dogen,Mozzarina,Mossanda
Dogen,Flopie,Shadowbeak
Dogen,Flopie,Suzaku
Dogen,Direhowl,Relaxaurus Lux
Dogen,Direhowl,Relaxaurus
Dogen,Celaray,Wumpo
Dogen,Celaray,Kingpaca
Dogen,Killamari,Suzaku
Dogen,Fuddler,Frostallion
Dogen,Nox,Astegon
Dogen,Rushoar,Lyleen Noct
Dogen,Rushoar,Grizzbolt
Dogen,Daedream,Frostallion Noct
Dogen,Loupmoon,Ragnahawk
Dogen,Leezpunk Ignis,Grizzbolt
Dogen,Leezpunk Ignis,Helzephyr
Dogen,Leezpunk,Lyleen Noct
Dogen,Leezpunk,Beakon
Dogen,Cawgnito,Lyleen
Dogen,Cawgnito,Menasting
Dogen,Dumud,Kingpaca Cryst
Dogen,Arsox,Elphidran
Dogen,Arsox,Surfent Terra
Dogen,Cinnamoth,Broncherry Aqua
Dogen,Cinnamoth,Digtoise
Dogen,Incineram Noct,Tombat
Dogen,Incineram Noct,Foxcicle
Dogen,Incineram,Tombat
Dogen,Incineram,Rayhound
Dogen,Ribbuny,Suzaku Aqua
Dogen,Eikthyrdeer Terra,Kingpaca Cryst
Dogen,Eikthyrdeer,Sweepa
Dogen,Eikthyrdeer,Nitewing
Dogen,Melpaca,Kingpaca Cryst
Dogen,Melpaca,Sibelyx
Dogen,Caprity,Sweepa
Dogen,Woolipop,Orserk
Dogen,Woolipop,Astegon
Dogen,Mossanda Lux,Lovander
Dogen,Mossanda Lux,Loupmoon
Dogen,Mossanda,Dumud
Dogen,Mossanda,Eikthyrdeer Terra
Dogen,Gobfin Ignis,Reptyro Cryst
Dogen,Gobfin Ignis,Pyrin Noct
Dogen,Vanwyrm Cryst,Blazehowl
Dogen,Vanwyrm,Blazehowl Noct
Dogen,Digtoise,Wumpo Botan
Dogen,Maraith,Helzephyr
Dogen,Surfent Terra,Petallia
Dogen,Surfent,Petallia
Dogen,Dinossom Lux,Elphidran Aqua
Dogen,Lunaris,Reptyro Cryst
Dogen,Lunaris,Beakon
Dogen,Dazzi,Frostallion
Dogen,Dazzi,Cryolinx
Dogen,Kitsun,Azurobe
Dogen,Reindrix,Wumpo
Dogen,Reindrix,Sibelyx
Dogen,Pyrin,Fenglope
Dogen,Foxcicle,Anubis
Dogen,Univolt,Vanwyrm
Dogen,Chillet,Elphidran Aqua
Dogen,Chillet,Elphidran
Dogen,Swee,Suzaku Aqua
Dogen,Grintale,Dinossom
Dogen,Grintale,Kitsun
Dogen,Elizabee,Felbat
Dogen,Beegarde,Menasting
Dogen,Beegarde,Relaxaurus Lux
Dogen,Gorirat,Mammorest Cryst
Dogen,Gorirat,Mammorest
Dogen,Robinquill Terra,Warsect
Dogen,Robinquill Terra,Elizabee
Dogen,Robinquill,Jormuntide Ignis
Dogen,Robinquill,Jormuntide
Dogen,Robinquill,Reptyro
Dogen,Galeclaw,Jormuntide
Dogen,Galeclaw,Mammorest
Dogen,Felbat,Jormuntide Ignis
Dogen,Fenglope,Quivern
Dogen,Reptyro,Felbat
Dogen,Broncherry,Wumpo Botan
Dogen,Broncherry,Kingpaca
Dogen,Azurobe,Broncherry Aqua
Dogen,Kelpsea Ignis,Necromus
Dogen,Kelpsea Ignis,Shadowbeak
Dogen,Kelpsea,Necromus
Dogen,Kelpsea,Paladius
Dogen,Vaelet,Mammorest Cryst
Dogen,Vaelet,Relaxaurus
Dogen,Verdash,Quivern
Dogen,Verdash,Warsect
Dogen,Bushi,Katress
Dogen,Fuack,Bellanoir
Dogen,Fuack,Bellanoir Libero
Dogen,Fuack,Blazamut Ryu
Dogen,Rooby,Helzephyr Lux
Dogen,Celaray,Xenovader
Dogen,Direhowl,Knocklem
Dogen,Bristla,Blazamut Ryu
Dogen,Gobfin,Menasting Terra
Dogen,Mossanda,Lullu
Dogen,Mossanda Lux,Yakumo
Dogen,Melpaca,Xenogard
Dogen,Eikthyrdeer Terra,Xenogard
Dogen,Nitewing,Lullu
Dogen,Arsox,Sootseer
Dogen,Dumud,Xenogard
Dogen,Cawgnito,Menasting Terra
Dogen,Robinquill Terra,Quivern Botan
Dogen,Beegarde,Knocklem
Dogen,Univolt,Bushi Noct
Dogen,Surfent Terra,Chillet Ignis
Dogen,Maraith,Helzephyr Lux
Dogen,Vanwyrm,Dogen
Dogen,Vanwyrm,Dazemu
Dogen,Vanwyrm Cryst,Shroomer
Dogen,Bushi,Katress Ignis
Dogen,Ragnahawk,Yakumo
Dogen,Wixen,Helzephyr Lux
Dogen,Verdash,Quivern Botan
Dogen,Verdash,Selyne
Dogen,Elphidran,Chillet Ignis
Dogen,Elphidran,Croajiro
Dogen,Elphidran Aqua,Croajiro
Dogen,Cryolinx,Mimog
Dogen,Blazehowl Noct,Dogen
Dogen,Broncherry,Xenovader
Dogen,Petallia,Sootseer
Dogen,Mammorest,Gorirat Terra
Dogen,Fenglope,Selyne
Dogen,Fenglope,Prixter
Dogen,Helzephyr,Wixen Noct
Dogen,Jormuntide,Gorirat Terra
Dogen,Grizzbolt,Kikit
Dogen,Lyleen Noct,Kikit
Dogen,Orserk,Mimog
Dogen,Chillet Ignis,Sootseer
Dogen,Bushi Noct,Katress Ignis
Dogen,Bushi Noct,Dazemu
Dogen,Wixen Noct,Helzephyr Lux
Dogen,Croajiro,Sootseer
Dogen,Lullu,Xenogard
Dogen,Dogen,Dogen
Dogen,Dogen,Dazemu
Dogen,Nox,Cryolinx Terra
Dogen,Wixen,Bastigor
Dogen,Rooby,Bastigor
Dogen,Kikit,Silvegis
Dogen,Leezpunk,Silvegis
Dogen,Lunaris,Silvegis
Dogen,Gobfin,Faleris Aqua
Dogen,Cawgnito,Faleris Aqua
Dogen,Beegarde,Xenolord
Dogen,Direhowl,Xenolord
Dogen,Direhowl,Warsect Terra
Dogen,Vaelet,Warsect Terra
Dogen,Lovander,Azurmane
Dogen,Caprity,Azurmane
Dogen,Kitsun,Gildane
Dogen,Tarantriss,Gildane
Dogen,Dinossom,Gildane
Dogen,Blazehowl,Omascul
Dogen,Katress,Omascul
Dogen,Katress Ignis,Nyafia
Dogen,Univolt,Nyafia
Dogen,Omascul,Nitemary
Dogen,Vanwyrm Cryst,Nitemary
Dogen,Incineram,Kitsun Noct
Dogen,Incineram Noct,Prunelia
Dogen,Anubis,Prunelia
Dogen,Elphidran Aqua,Loupmoon Cryst
Dogen,Penking,Celesdir
Dogen,Penking,Loupmoon Cryst
Dogen,Grintale,Celesdir
Dogen,Grintale,Tarantriss
Dogen,Gildane,Fenglope Lux
Dogen,Azurobe,Tarantriss
Dogen,Azurobe,Fenglope Lux
Dogen,Cinnamoth,Fenglope Lux
Dogen,Wumpo Botan,Caprity Noct
Dogen,Kingpaca,Caprity Noct
Dogen,Beakon,Dazzi Noct
Dogen,Silvegis,Dazzi Noct
Dogen,Lyleen Noct,Dazzi Noct
Dogen,Cryolinx,Ribbuny Botan
Dogen,Frostallion,Ribbuny Botan
Dogen,Jetragon,Smokie
Dogen,Paladius,Smokie
Dogen,Suzaku Aqua,Foxparks Cryst
Dogen,Munchill,Bellanoir
Dogen,Munchill,Bellanoir Libero
Dogen,Pengullet Lux,Suzaku Aqua
Dogen,Finsider,Suzaku Aqua
Dogen,Fuack Ignis,Suzaku
Dogen,Finsider Ignis,Paladius
Dogen,Finsider Ignis,Necromus
Dogen,Killamari Primo,Jetragon
Dogen,Killamari Primo,Paladius
Dogen,Killamari Primo,Neptilius
Dogen,Gloopie,Orserk
Dogen,Gloopie,Cryolinx
Dogen,Turtacle,Reptyro Cryst
Dogen,Turtacle,Beakon
Dogen,Turtacle Terra,Warsect Terra
Dogen,Turtacle Terra,Relaxaurus Lux
Dogen,Turtacle Terra,Knocklem
Dogen,Turtacle Terra,Xenolord
Dogen,Turtacle Terra,Menasting
Dogen,Dumud Gild,Wumpo Botan
Dogen,Dumud Gild,Kingpaca
Dogen,Dumud Gild,Azurobe Cryst
Dogen,Celaray Lux,Grintale
Dogen,Celaray Lux,Gildane
Dogen,Celaray Lux,Azurobe
Dogen,Celaray Lux,Ghangler Ignis
Dogen,Croajiro Noct,Anubis
Dogen,Croajiro Noct,Surfent
Dogen,Polapup,Incineram
Dogen,Polapup,Incineram Noct
Dogen,Frostplume,Univolt
Dogen,Frostplume,Dazemu
Dogen,Frostplume,Blazehowl Noct
Dogen,Icelyn,Kitsun Noct
Dogen,Icelyn,Shroomer Noct
Dogen,Icelyn,Splatterina
Dogen,Icelyn,Shroomer
Dogen,Ghangler,Celesdir
Dogen,Ghangler,Dinossom Lux
Dogen,Ghangler,Loupmoon Cryst
Dogen,Ghangler,Chillet
Dogen,Ghangler Ignis,Fenglope Lux
Dogen,Ghangler Ignis,Kitsun
Dogen,Ghangler Ignis,Tarantriss
Dogen,Ghangler Ignis,Dinossom
Dogen,Penking Lux,Digtoise
Dogen,Penking Lux,Broncherry Aqua
Dogen,Penking Lux,Fenglope Lux
Dogen,Azurobe Cryst,Broncherry
Dogen,Azurobe Cryst,Caprity Noct
Dogen,Azurobe Cryst,Digtoise
Dogen,Palumba,Reindrix
Dogen,Palumba,Celaray
Dogen,Whalaska,Dumud
Dogen,Whalaska,Melpaca
Dogen,Whalaska,Reindrix
Dogen,Whalaska Ignis,Mozzarina
Dogen,Whalaska Ignis,Lullu
Dogen,Whalaska Ignis,Eikthyrdeer Terra
Dogen,Whalaska Ignis,Dumud
Dogen,Braloha,Robinquill Terra
Dogen,Braloha,Verdash
Dogen,Neptilius,Tanzee
Dogen,Neptilius,Smokie
Dogen,Neptilius,Gumoss
Dazemu,Penking,Kitsun
Dazemu,Rooby,Helzephyr
Dazemu,Tanzee,Frostallion Noct
Dazemu,Gobfin,Menasting
Dazemu,Bristla,Suzaku Aqua
Dazemu,Mozzarina,Kingpaca Cryst
Dazemu,Flopie,Necromus
Dazemu,Tocotoco,Blazamut
Dazemu,Direhowl,Mammorest Cryst
Dazemu,Celaray,Wumpo Botan
Dazemu,Killamari,Shadowbeak
Dazemu,Fuddler,Cryolinx
Dazemu,Rushoar,Beakon
Dazemu,Daedream,Frostallion
Dazemu,Leezpunk Ignis,Lyleen Noct
Dazemu,Leezpunk,Reptyro Cryst
Dazemu,Cawgnito,Relaxaurus Lux
Dazemu,Dumud,Sibelyx
Dazemu,Arsox,Surfent
Dazemu,Cinnamoth,Broncherry
Dazemu,Incineram,Foxcicle
Dazemu,Eikthyrdeer Terra,Sibelyx
Dazemu,Melpaca,Wumpo
Dazemu,Caprity,Nitewing
Dazemu,Mossanda,Eikthyrdeer
Dazemu,Gobfin Ignis,Lyleen
Dazemu,Digtoise,Azurobe
Dazemu,Maraith,Grizzbolt
Dazemu,Dinossom Lux,Elphidran
Dazemu,Dinossom,Elphidran Aqua
Dazemu,Dazzi,Orserk
Dazemu,Pyrin Noct,Lunaris
Dazemu,Pyrin,Verdash
Dazemu,Univolt,Blazehowl Noct
Dazemu,Chillet,Surfent Terra
Dazemu,Sweepa,Lovander
Dazemu,Swee,Suzaku
Dazemu,Grintale,Broncherry Aqua
Dazemu,Beegarde,Relaxaurus
Dazemu,Gorirat,Jormuntide
Dazemu,Robinquill Terra,Quivern
Dazemu,Robinquill,Elizabee
Dazemu,Galeclaw,Jormuntide Ignis
Dazemu,Galeclaw,Reptyro
Dazemu,Fenglope,Faleris
Dazemu,Warsect,Felbat
Dazemu,Petallia,Anubis
Dazemu,Kelpsea Ignis,Paladius
Dazemu,Kelpsea,Jetragon
Dazemu,Vaelet,Mammorest
Dazemu,Wixen,Helzephyr
Dazemu,Bushi,Blazehowl
Dazemu,Pengullet,Bellanoir
Dazemu,Pengullet,Bellanoir Libero
Dazemu,Tocotoco,Bellanoir
Dazemu,Tocotoco,Bellanoir Libero
Dazemu,Tocotoco,Blazamut Ryu
Dazemu,Mozzarina,Xenogard
Dazemu,Gobfin Ignis,Menasting Terra
Dazemu,Cawgnito,Knocklem
Dazemu,Robinquill Terra,Selyne
Dazemu,Chillet,Sootseer
Dazemu,Univolt,Dogen
Dazemu,Reindrix,Xenovader
Dazemu,Surfent,Chillet Ignis
Dazemu,Surfent Terra,Croajiro
Dazemu,Vanwyrm,Katress Ignis
Dazemu,Vanwyrm Cryst,Shroomer Noct
Dazemu,Beakon,Kikit
Dazemu,Katress,Bushi Noct
Dazemu,Verdash,Prixter
Dazemu,Blazehowl Noct,Dazemu
Dazemu,Reptyro,Gorirat Terra
Dazemu,Kingpaca Cryst,Lullu
Dazemu,Felbat,Quivern Botan
Dazemu,Astegon,Mimog
Dazemu,Jormuntide Ignis,Gorirat Terra
Dazemu,Grizzbolt,Wixen Noct
Dazemu,Dazemu,Dazemu
Dazemu,Woolipop,Cryolinx Terra
Dazemu,Nox,Bastigor
Dazemu,Rushoar,Silvegis
Dazemu,Gobfin Ignis,Faleris Aqua
Dazemu,Cawgnito,Xenolord
Dazemu,Beegarde,Warsect Terra
Dazemu,Fenglope,Starryon
Dazemu,Loupmoon,Azurmane
Dazemu,Yakumo,Azurmane
Dazemu,Broncherry Aqua,Gildane
Dazemu,Shroomer,Omascul
Dazemu,Katress,Nyafia
Dazemu,Nyafia,Nitemary
Dazemu,Bushi,Nitemary
Dazemu,Vanwyrm Cryst,Splatterina
Dazemu,Incineram,Prunelia
Dazemu,Sootseer,Loupmoon Cryst
Dazemu,Elphidran,Loupmoon Cryst
Dazemu,Elphidran Aqua,Celesdir
Dazemu,Penking,Tarantriss
Dazemu,Grintale,Fenglope Lux
Dazemu,Cinnamoth,Caprity Noct
Dazemu,Reptyro Cryst,Dazzi Noct
Dazemu,Orserk,Ribbuny Botan
Dazemu,Frostallion Noct,Smokie
Dazemu,Munchill,Blazamut
Dazemu,Munchill,Blazamut Ryu
Dazemu,Finsider,Suzaku
Dazemu,Fuack Ignis,Shadowbeak
Dazemu,Finsider Ignis,Jetragon
Dazemu,Finsider Ignis,Neptilius
Dazemu,Killamari Primo,Frostallion Noct
Dazemu,Gloopie,Astegon
Dazemu,Turtacle,Faleris Aqua
Dazemu,Turtacle,Pyrin Noct
Dazemu,Turtacle Terra,Relaxaurus
Dazemu,Dumud Gild,Cinnamoth
Dazemu,Dumud Gild,Penking Lux
Dazemu,Celaray Lux,Penking
Dazemu,Croajiro Noct,Incineram Noct
Dazemu,Polapup,Icelyn
Dazemu,Frostplume,Katress Ignis
Dazemu,Icelyn,Rayhound
Dazemu,Ghangler,Tarantriss
Dazemu,Ghangler,Dinossom
Dazemu,Ghangler Ignis,Broncherry Aqua
Dazemu,Penking Lux,Broncherry
Dazemu,Penking Lux,Caprity Noct
Dazemu,Azurobe Cryst,Celaray
Dazemu,Palumba,Dumud
Dazemu,Palumba,Melpaca
Dazemu,Whalaska,Lullu
Dazemu,Whalaska,Eikthyrdeer Terra
Dazemu,Whalaska Ignis,Eikthyrdeer
Dazemu,Braloha,Felbat
Dazemu,Neptilius,Kelpsea
Mimog,Mimog,Mimog
Xenovader,Xenovader,Xenovader
Xenogard,Xenogard,Xenogard
Xenolord,Xenolord,Xenolord
Nitemary,Jolthog Cryst,Suzaku
Nitemary,Penking,Melpaca
Nitemary,Pengullet,Shadowbeak
Nitemary,Rooby,Lyleen
Nitemary,Fuack,Paladius
Nitemary,Foxparks,Blazamut
Nitemary,Gobfin,Jormuntide Ignis
Nitemary,Gobfin,Reptyro
Nitemary,Bristla,Jetragon
Nitemary,Mozzarina,Azurobe
Nitemary,Flopie,Cryolinx
Nitemary,Tocotoco,Necromus
Nitemary,Direhowl,Quivern
Nitemary,Celaray,Elphidran
Nitemary,Killamari,Frostallion
Nitemary,Fuddler,Helzephyr
Nitemary,Nox,Reptyro Cryst
Nitemary,Rushoar,Relaxaurus
